degree,section,course_code,course_name
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC1902,Professional Experience 1: Professional Identity and the Role of the Teacher
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC2901,"Professional Experience 2: Curriculum, Pedagogy and Assessment"
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC3901,"Professional Experience 3: Planning, Teaching and Assessing for Diversity"
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC4900,Professional Experience 4: Inquiry Into Practice
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX105,Learning About Language
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC3003,Languages Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX306,Technologies Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX200,Arts Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,PSYCX200,The Brain and Learning
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Discipline courses
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX421,Health and Physical Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC1902,Professional Experience 1: Professional Identity and the Role of the Teacher
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX511,Digital Literacy and Artificial Intelligence for Learning and Societal Change
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX222,Science Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Discipline courses
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX313,Humanities and Social Science Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX215,Learning About Reading
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX106,Mathematics Education 1
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC1008,Classroom Management in Primary Contexts
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC2901,"Professional Experience 2: Curriculum, Pedagogy and Assessment"
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX103,Effective Pedagogical Practices
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX304,Mathematics Education 2
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC2008,Inclusive Education and Responsive Teaching
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC3901,"Professional Experience 3: Planning, Teaching and Assessing for Diversity"
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC2112,Learning about Literacies and Text Production
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Elective
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Discipline courses
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX107,"First Nations Peoples, Knowledges and Culturally Responsive Teaching"
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX110,Understanding Complexities Impacting Families and Communities
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC2064,Wellbeing for Learning and Teaching
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Discipline courses
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC4132,Learning about Literature
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC4900,Professional Experience 4: Inquiry Into Practice
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX401,Democratic Curriculum: An Inquiry Approach
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX307,The Importance of Peer Relationships
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUC2005,"Dance and Music, Social Dreaming"
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUC2011,Developing Number Sense
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUC5118,Artificial Intelligence in Education and Training
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUC5119,Learners in a Digital Age: Innovative Practices
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX104,Islamic Education: Principles and Praxis
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX108,Geographical Studies
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX202,Becoming an Educator with an Arts Specialisation
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX203,Catholic Scriptures: An Introduction
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX204,Catholic Theology: An Introduction
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX205,Design and Production 1
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX208,Food Technology 1
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX227,Teaching and Learning Languages
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX235,Historical Studies
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX309,Teaching in Rural and Regional Locations
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX310,Teaching Learners with Disabilities
Bachelor of Teaching (Primary) (Honours),Program Electives,EDUCX424,Nature-Based Pedagogies and Practices for Primary and Middle School
Bachelor of Teaching (Primary) (Honours),Program Electives,SCIE1001,"Science of People, Society and the Future Planet"
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX105,Learning About Language
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC3003,Languages Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX306,Technologies Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX200,Arts Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,PSYCX200,The Brain and Learning
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Discipline courses
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX421,Health and Physical Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC1902,Professional Experience 1: Professional Identity and the Role of the Teacher
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX511,Digital Literacy and Artificial Intelligence for Learning and Societal Change
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX222,Science Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Discipline courses
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX313,Humanities and Social Science Education
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX215,Learning About Reading
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX106,Mathematics Education 1
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC1008,Classroom Management in Primary Contexts
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC2901,"Professional Experience 2: Curriculum, Pedagogy and Assessment"
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX103,Effective Pedagogical Practices
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX304,Mathematics Education 2
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC2008,Inclusive Education and Responsive Teaching
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC3901,"Professional Experience 3: Planning, Teaching and Assessing for Diversity"
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC2112,Learning about Literacies and Text Production
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Elective
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Discipline courses
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX107,"First Nations Peoples, Knowledges and Culturally Responsive Teaching"
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX110,Understanding Complexities Impacting Families and Communities
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC2064,Wellbeing for Learning and Teaching
Bachelor of Teaching (Primary) (Honours),Standard study plans,-,Discipline courses
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC4132,Learning about Literature
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUC4900,Professional Experience 4: Inquiry Into Practice
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX401,Democratic Curriculum: An Inquiry Approach
Bachelor of Teaching (Primary) (Honours),Standard study plans,EDUCX307,The Importance of Peer Relationships
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,EDUC1016,"Communicating for Equity, Agency and Engagement"
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,EDUC1119,Classroom Management in Secondary Contexts
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,EDUC6112,Inclusive Education and Responsive Teaching in Secondary Contexts
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,EDUCX103,Effective Pedagogical Practices
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,EDUCX107,"First Nations Peoples, Knowledges and Culturally Responsive Teaching"
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,EDUCX110,Understanding Complexities Impacting Families and Communities
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,EDUCX303,Literacy and Numeracy Across the Curriculum
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,EDUCX307,The Importance of Peer Relationships
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,EDUCX401,Democratic Curriculum: An Inquiry Approach
Bachelor of Teaching (Secondary) (Honours),Discipline curriculum,PSYCX200,The Brain and Learning
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,PSYCX200,The Brain and Learning
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1016,"Communicating for Equity, Agency and Engagement"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1119,Classroom Management in Secondary Contexts
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1902,Professional Experience 1: Professional Identity and the Role of the Teacher
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX107,"First Nations Peoples, Knowledges and Culturally Responsive Teaching"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC2901,"Professional Experience 2: Curriculum, Pedagogy and Assessment"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX103,Effective Pedagogical Practices
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC6112,Inclusive Education and Responsive Teaching in Secondary Contexts
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX110,Understanding Complexities Impacting Families and Communities
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC3901,"Professional Experience 3: Planning, Teaching and Assessing for Diversity"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,Elective
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX303,Literacy and Numeracy Across the Curriculum
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC4900,Professional Experience 4: Inquiry Into Practice
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX401,Democratic Curriculum: An Inquiry Approach
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX307,The Importance of Peer Relationships
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1902,Professional Experience 1: Professional Identity and the Role of the Teacher
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC2901,"Professional Experience 2: Curriculum, Pedagogy and Assessment"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC3901,"Professional Experience 3: Planning, Teaching and Assessing for Diversity"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC4900,Professional Experience 4: Inquiry Into Practice
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,PSYCX200,The Brain and Learning
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1016,"Communicating for Equity, Agency and Engagement"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1119,Classroom Management in Secondary Contexts
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1902,Professional Experience 1: Professional Identity and the Role of the Teacher
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX107,"First Nations Peoples, Knowledges and Culturally Responsive Teaching"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC2901,"Professional Experience 2: Curriculum, Pedagogy and Assessment"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX103,Effective Pedagogical Practices
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC6112,Inclusive Education and Responsive Teaching in Secondary Contexts
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX110,Understanding Complexities Impacting Families and Communities
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC3901,"Professional Experience 3: Planning, Teaching and Assessing for Diversity"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,Elective
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX303,Literacy and Numeracy Across the Curriculum
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC4900,Professional Experience 4: Inquiry Into Practice
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX401,Democratic Curriculum: An Inquiry Approach
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX307,The Importance of Peer Relationships
Bachelor of Teaching (Secondary) (Honours),Program electives,EDUC2064,Wellbeing for Learning and Teaching
Bachelor of Teaching (Secondary) (Honours),Program electives,EDUC5108,International Comparative Studies in Education
Bachelor of Teaching (Secondary) (Honours),Program electives,EDUC5118,Artificial Intelligence in Education and Training
Bachelor of Teaching (Secondary) (Honours),Program electives,EDUC5119,Learners in a Digital Age: Innovative Practices
Bachelor of Teaching (Secondary) (Honours),Program electives,EDUCX104,Islamic Education: Principles and Praxis
Bachelor of Teaching (Secondary) (Honours),Program electives,EDUCX309,Teaching in Rural and Regional Locations
Bachelor of Teaching (Secondary) (Honours),Program electives,EDUCX310,Teaching Learners with Disabilities
Bachelor of Teaching (Secondary) (Honours),Program electives,EDUCX406,Integrated Teaching and Learning in Secondary and Vocational Settings
Bachelor of Teaching (Secondary) (Honours),Program electives,EDUCX511,Digital Literacy and Artificial Intelligence for Learning and Societal Change
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,PSYCX200,The Brain and Learning
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1016,"Communicating for Equity, Agency and Engagement"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1119,Classroom Management in Secondary Contexts
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC1902,Professional Experience 1: Professional Identity and the Role of the Teacher
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX107,"First Nations Peoples, Knowledges and Culturally Responsive Teaching"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC2901,"Professional Experience 2: Curriculum, Pedagogy and Assessment"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX103,Effective Pedagogical Practices
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC6112,Inclusive Education and Responsive Teaching in Secondary Contexts
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX110,Understanding Complexities Impacting Families and Communities
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC3901,"Professional Experience 3: Planning, Teaching and Assessing for Diversity"
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,Elective
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX303,Literacy and Numeracy Across the Curriculum
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,-,
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUC4900,Professional Experience 4: Inquiry Into Practice
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX401,Democratic Curriculum: An Inquiry Approach
Bachelor of Teaching (Secondary) (Honours),Standard study plans,EDUCX307,The Importance of Peer Relationships
Bachelor of Teaching (Secondary) (Honours),English,EDUC1014,Adolescent Literature
Bachelor of Teaching (Secondary) (Honours),English,LITR1000,Understanding Literatures in English
Bachelor of Teaching (Secondary) (Honours),English,LITR2001,Poetic Revolutions
Bachelor of Teaching (Secondary) (Honours),English,LITR3000,Theory and Criticism of Literature
Bachelor of Teaching (Secondary) (Honours),English,LITR3001,Australian Stories
Bachelor of Teaching (Secondary) (Honours),English,LITR3002,Global Modernisms and Postmodernisms
Bachelor of Teaching (Secondary) (Honours),English,MDIA2010,Film Genres
Bachelor of Teaching (Secondary) (Honours),English,MDIA2020,Superheroes: Cinema and Comics
Bachelor of Teaching (Secondary) (Honours),English,SOCI3002,Australia on Screen
Bachelor of Teaching (Secondary) (Honours),English,WRIT1000,"Creative Writing Essentials 1: Prose, Poetry, Performance"
Bachelor of Teaching (Secondary) (Honours),English,WRIT3000,Creative Nonfiction: Theory and Practice
Bachelor of Teaching (Secondary) (Honours),English,WRIT3001,Experimental Forms: Theory and Practice
Bachelor of Teaching (Secondary) (Honours),English,WRIT3005,Poetry: Theory and Practice
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - History,HIST1000,Empires in World History
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - History,HIST1001,History Today
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - History,HIST2001,Medieval Worlds: 500-1500
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - History,HIST2002,The Making of Modern Australia
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - History,HIST2003,Europe in Turmoil: 1900-1989
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - History,HIST3001,Early Modern Worlds: 1500-1800
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - History,HIST3002,Beyond the Frontier: Aboriginal/Settler Australia
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - History,HIST3003,Memory Wars: History and Society
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON1000,Principles of Economics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON1007,Public Economics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON1012,Data Analytics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON2000,Intermediate Macroeconomics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON2003,Intermediate Applied Microeconomics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON3000,Resource and Environmental Economics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON3004,Rethinking Capitalism
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON3005,Economic Growth and Development
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON3009,Game Theory
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON3010,International Money and Finance
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON3011,Monetary Economics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Economics,ECON3012,Economics of International Trade
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Business,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Business,BUSI2005,Innovation and Creativity
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Business,BUSI3004,Innovation Strategy and Systems
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Business,ECON1000,Principles of Economics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Business,IBUS3004,Managing Ethics and Values in the International Context
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Business,MARK1000,Marketing Principles
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Geography,POLI2008,Strategic Cultures and Grand Strategies in the Indo-Pacific
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Geography,POLI3004,"Migration: Identity, Belonging and Difference"
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Geography,SOCI1002,Population Trends and Challenges
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Geography,SOCI1301,"Globalisation, Justice and a Crowded Planet"
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Geography,SOCI1302,Sustainability and Society
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Geography,SOCI3301,Global Population and Health
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Geography,SOCI3302,Geography Matters
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Cultural Studies,ANTH2000,Cultures of Everyday Life
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Cultural Studies,ANTH2003,Cultures of Space and Place
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Cultural Studies,SOCI1004,Cultural Interventions: Policy and Activism
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Cultural Studies,SOCI1005,Approaches to Culture
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Cultural Studies,SOCI3000,How to Research Culture
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Cultural Studies,SOCI3004,Desire and Mimesis in Contemporary Culture
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Cultural Studies,SOCI3005,Framing Understandings of Race and Belonging
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Politics,POLI2000,Policy and Practice in Australian Politics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Politics,POLI2001,The Politics of Exclusion
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Politics,POLI3000,Australian Electoral Democracy
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Politics,POLI3001,Cyberpolitics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Politics,POLI3002,Environment and Citizenship
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Politics,POLI4000,Introduction to Politics
Bachelor of Teaching (Secondary) (Honours),Humanities and Social Sciences - Civics and Citizenship: Politics,POLI1000,Introduction to Australian Politics
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Health,HBIO1000,Exercise Physiology 1
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Health,HBIO1002,Human Anatomy and Physiology A
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Health,HBIO1003,Human Anatomy and Physiology B
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Health,HBIO2061,Motor Control and Learning
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Health,HUMV3005,Health and Relationships Education
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Health,PSIO3002,Group and Team Leadership
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Health,SPOR2003,Active Lifestyles
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Physical Education,EDUC3008,Sport Practice
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Physical Education,HUMV2002,Biomechanics of Human Movement
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Physical Education,HUMV3003,Dance and Alternative Movement Forms
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Physical Education,SOCI2006,Outdoor Leadership Theory and Practice
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Physical Education,SOCI3003,Performance Analysis and Player Monitoring
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Physical Education,SPOR2004,Teaching and Coaching
Bachelor of Teaching (Secondary) (Honours),Health and Physical Education - Physical Education,SPOR2005,Foundations of Outdoor Leadership
Bachelor of Teaching (Secondary) (Honours),Mathematics - Generalist,MATH1004,Calculus 1
Bachelor of Teaching (Secondary) (Honours),Mathematics - Generalist,MATH1005,Calculus 2
Bachelor of Teaching (Secondary) (Honours),Mathematics - Generalist,MATH1007,Geometry
Bachelor of Teaching (Secondary) (Honours),Mathematics - Generalist,MATH3022,Cryptography
Bachelor of Teaching (Secondary) (Honours),Mathematics - Generalist,MATHX103,Mathematical Modelling
Bachelor of Teaching (Secondary) (Honours),Mathematics - Generalist,STATX100,Probability and Statistics
Bachelor of Teaching (Secondary) (Honours),Mathematics - Statistics,COMPX300,Text and Social Media Analytics
Bachelor of Teaching (Secondary) (Honours),Mathematics - Statistics,MATH1004,Calculus 1
Bachelor of Teaching (Secondary) (Honours),Mathematics - Statistics,MATH1005,Calculus 2
Bachelor of Teaching (Secondary) (Honours),Mathematics - Statistics,MATH1007,Geometry
Bachelor of Teaching (Secondary) (Honours),Mathematics - Statistics,MATH1035,Introduction to Mathematical Data Science
Bachelor of Teaching (Secondary) (Honours),Mathematics - Statistics,MATHX313,Time Series Analysis
Bachelor of Teaching (Secondary) (Honours),Mathematics - Statistics,STATX100,Probability and Statistics
Bachelor of Teaching (Secondary) (Honours),Mathematics - Statistics,STATX290,Statistical Practice
Bachelor of Teaching (Secondary) (Honours),Mathematics - Statistics,STATX300,Bayesian Statistical Practice
Bachelor of Teaching (Secondary) (Honours),Mathematics - Pure Mathematics,MATH1005,Calculus 2
Bachelor of Teaching (Secondary) (Honours),Mathematics - Pure Mathematics,MATH1007,Geometry
